"","627604","627216","627215","627616","626300","627214","627617","627587","627615","627293"
"1",1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1
"3",1,0,1,1,0,0,1,1,1,0
"4",1,1,1,1,1,1,1,1,1,1
"5",0,0,1,1,0,0,1,1,0,1
"6",1,1,0,0,0,0,1,0,0,0
"7",1,1,1,1,0,1,1,1,1,1
"8",0,0,0,0,0,0,0,1,1,1
"9",0,1,1,0,1,0,0,1,0,1
"10",1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1
"12",0,0,0,0,0,0,0,1,0,0
"13",0,1,1,1,1,0,0,1,1,0
"14",1,1,1,1,0,1,0,1,1,1
"15",1,1,1,1,1,1,1,1,1,1
"16",1,1,0,1,0,1,1,1,1,0
"17",1,1,0,1,1,1,1,0,1,1
"18",0,0,1,1,1,1,0,1,1,1
"19",NA,0,0,NA,0,0,NA,0,NA,0
"20",0,0,0,1,1,1,0,1,0,1
"21",1,1,1,1,1,1,1,1,1,1
"22",1,0,0,1,0,1,1,1,1,1
"23",1,0,1,1,1,1,1,1,0,1
"24",1,0,0,0,0,0,0,1,1,0
"25",1,0,0,0,0,0,0,0,0,0
"26",1,1,1,1,1,1,1,1,1,1
"27",1,1,1,1,0,1,1,1,1,1
"28",0,0,0,1,0,0,0,0,0,1
"29",0,1,1,1,1,1,1,1,0,1
"30",0,0,1,0,0,1,1,1,0,1
"31",1,1,1,0,0,1,1,1,1,1
"32",1,1,0,0,0,1,1,1,0,0
"33",0,1,0,0,1,1,0,1,0,1
"34",0,1,1,1,1,1,1,1,1,1
"35",1,1,0,1,0,0,1,1,1,1
"36",1,1,1,1,1,1,1,1,1,1
"37",1,0,1,0,1,1,1,1,0,1
"38",1,1,1,1,NA,1,1,1,1,1
"39",0,0,1,1,0,1,1,1,1,1
"40",1,1,0,1,1,1,1,1,1,1
"41",0,0,0,0,1,0,0,1,0,1
"42",1,0,0,0,0,1,1,1,0,1
"43",0,1,1,1,1,1,0,1,1,1
"44",0,0,1,0,1,1,1,1,0,1
"45",1,0,1,1,1,1,1,1,1,1
"46",1,1,1,1,1,1,1,1,0,1
"47",1,0,0,0,0,0,0,0,0,0
"48",1,0,0,1,1,0,1,1,1,1
"49",1,1,NA,1,1,1,1,1,1,0
"50",1,1,0,1,1,1,1,1,1,1
"51",1,1,1,1,0,1,1,1,1,1
"52",1,1,1,1,1,1,1,1,1,1
"53",0,1,1,1,1,1,1,1,0,1
"54",0,1,1,0,0,0,0,1,0,0
"55",1,1,1,1,1,0,1,1,1,1
"56",0,1,1,1,1,0,1,1,1,1
"57",1,1,0,1,1,1,1,1,1,1
"58",1,1,0,1,0,1,1,0,1,1
"59",0,0,0,0,1,0,1,0,0,0
"60",1,1,0,1,1,1,1,1,1,1
"61",0,1,0,0,1,1,1,1,0,0
"62",0,1,0,0,0,0,1,0,0,0
"63",1,0,1,1,0,1,0,1,1,1
"64",0,1,1,0,1,1,1,1,1,0
"65",1,1,0,1,0,1,1,1,0,1
"66",0,1,0,0,0,1,0,0,1,0
"67",1,0,0,1,1,1,1,1,1,1
