"","user_id","611676","474620","474619","474617","474608","474610","474609","474615","474607","474614","611673","474611","611675","474613","611674","474612","611677","474616","474618"
"1",93509,28.042,5.852,13.549,10.145,164.318,8.714,6.186,16.223,96.458,6.859,24.065,21.141,144.94,9.196,28.221,5.52,44.111,14.37,NA
"2",93574,17.305,3.077,3.622,6.661,14.65,12.093,8.994,13.165,21.62,11.685,9.729,11.069,9.621,7.768,23.13,14.181,5.034,NA,3.109
"3",93608,28.416,5.332,4.91,6.512,11.235,8.318,4.746,10.577,8.807,17.986,9.768,4.666,11.269,5.393,111.248,16.518,9.657,4.296,4.755
"4",93516,41.756,44.373,22.341,7.15,20.672,9.801,3.505,2.982,6.616,44.951,58.455,19.648,29.823,19.303,34.758,35.815,8.614,6.838,4.654
"5",93566,24.113,18.202,18.13,7.645,43.278,11.809,8.585,6.839,38.03,13.811,35.716,69.182,14.321,11.026,40.321,7.602,17.973,9.409,30.846
"6",93578,28.474,13.887,5.493,9.722,18.921,9.234,7.481,18.249,88.987,14.375,24.099,7.112,24.701,12.272,20.901,12.067,18.72,10.666,36.481
"7",93581,62.043,17.344,77.214,64.207,65.253,86.715,26.289,13.905,28.96,72.15,27.51,22.507,31.68,28.278,49.859,47.568,15.05,22.819,26.011
"8",93795,29.232,13.965,10.73,17.251,13.824,38.847,20.977,22.592,32.517,9.387,33.749,59.174,27.918,23.905,43.617,5.959,20.652,14.572,32.845
"9",93670,78.181,2.538,2.734,2.199,19.129,2.806,9.7,2.643,39.171,2.561,66.282,4.473,27.337,3.368,55.757,3.384,40.328,3.387,4.035
"10",93673,16.944,2.656,5.064,6.416,6.552,4.16,3.128,5.064,7.928,8.577,32.071,2.512,12.345,2.52,64.581,5.408,9.733,6.16,3.592
"11",93801,40.241,3.784,3.775,6.279,10.311,14.24,15.328,4.487,5.793,8.439,22.181,5.511,22.655,3.559,20.683,8.487,16.946,5.062,3.294
"12",123148,24.555,14.136,10.421,7.535,5.588,3.987,8.269,6.772,5.42,NA,23.068,6.14,13.425,9.038,10.475,7.213,10.837,4.886,4.885
"13",127788,31.996,15.501,30.581,58.846,38.439,49.663,13.503,23.669,24.671,4.117,91.785,18.951,85.557,13.245,114.585,35.094,35.68,5.268,10.652
"14",92768,85.375,4.543,7.909,29.632,83.06,263.673,6.287,3.716,40.674,57.084,42.64,3.476,46.224,5.16,179.488,NA,21.501,9.472,5.464
"15",93526,63.227,7.892,20.982,32.643,56.949,163.416,11.643,10.276,45.173,28.53,38.536,6.624,88.408,6.483,54.809,16.809,36.973,13.525,7.815
"16",92684,231.638,15.462,209.652,68.808,30.636,13.655,8.547,45.059,44.261,43.951,401.168,46.599,266.933,39.84,44.044,34.424,139.25,52.328,24.119
"17",92706,147.281,3.603,14.619,7.699,7.755,4.659,4.323,3.867,8.66,7.779,31.462,7.011,9.491,3.835,25.892,8.027,486.419,10.099,4.123
"18",93523,23.541,14.188,12.509,15.266,67.779,5.052,26.64,18.345,17.145,13.138,46.473,13.224,50.848,20.607,45.258,5.882,28.884,16.712,13.86
"19",93572,89.745,76.12,65.522,8.827,39.694,49.506,71.788,60.776,104.788,50.278,73.202,34.024,38.823,98.563,50.097,34.784,32.257,47.77,59.783
"20",92813,49.358,57.976,20.14,12.274,121.93,282.063,22.778,10.841,13.027,12.51,54.912,11.864,74.579,34.767,75.182,103.344,39.854,50.578,6.446
"21",102347,7.725,5.145,4.535,5.194,6.606,3.115,3.446,6.044,12.007,2.394,13.235,3.075,26.435,3.924,8.334,6.364,27.564,5.134,6.563
"22",92799,10.259,4.169,5.777,5.921,6.057,3.193,5.233,6.849,8.865,4.569,39.133,3.38,11.084,5.889,22.804,35.737,52.019,7.505,6.241
"23",92809,NA,27.444,64.016,99.109,91.563,17.306,30.789,12.425,NA,42.67,43.88,6.19,30.507,14.308,49.819,37.636,32.424,123.111,14.261
"24",123147,49.046,10.552,26.315,20.682,26.958,25.748,26.841,20.354,63.782,27.07,39.226,53.36,29.728,28.494,77.278,17.918,18.205,18.432,13.132
"25",123219,18.617,2.846,3.159,2.871,10.464,5.408,4.008,2.047,7.377,3.415,35.424,3.2,14.003,2.392,19.355,2.28,5.482,6.087,2.198
"26",92710,25.593,7.2,34.861,16.065,21.843,7.74,12.336,37.655,28.155,13.212,41.397,10.927,25.52,15.673,41.96,9.473,20.693,36.183,14.969
"27",125687,20.637,2.64,10.36,4.431,5.877,4.269,3.109,3.221,12.772,5.847,90.389,3.213,19.422,2.627,17.588,6.574,5.864,4.279,2.815
"28",92763,29.43,6.718,7.279,8.547,47.906,9.145,4.092,8.971,10.561,7.872,35.037,4.065,79.026,5.102,130.262,7.016,10.562,24.495,6.181
"29",92812,16.083,2.727,9.378,2.864,5.593,2.817,3.401,2.463,3.969,3.256,18.286,2.945,10.682,3.017,21.931,3.225,44.37,5.352,2.424
"30",92814,33.219,47.333,38.489,78.879,67.632,43.101,60.934,36.192,63.955,69.9,31.413,61.8,37.395,28.355,39.166,138.786,32.775,28.54,38.9
"31",93510,78.113,3.467,4.589,30.215,18.084,9.325,4.902,8.42,17.827,44.54,252.328,4.604,65.425,4.555,49.024,5.216,35.409,6.286,7.262
"32",124571,66.547,117.667,14.918,11.498,128.646,9.011,7.357,22.058,66.383,27.748,73.597,4.099,22.845,24.449,116.392,22.493,23.908,20.382,26.678
"33",93519,24.099,3.463,6.751,10.351,8.91,17.76,4.425,19.424,8.248,28.991,24.156,5.895,23.03,5.391,27.481,12.431,27.279,5.263,4.271
"34",93671,16.957,6.821,2.863,3.742,10.604,4.081,7.588,3.59,6.966,8.097,12.89,2.872,9.329,6.86,10.764,6.141,15.776,7.624,3.92
"35",103643,68.355,6.63,25.331,27.403,37.479,9.04,25.948,12.858,25.876,14.918,58.261,24.731,31.186,42.815,46.54,6.884,24.223,50.669,35.444
"36",92685,3.824,4.35,5.295,7.138,5.695,5.034,14.163,6.318,5.983,4.874,7.023,5.349,7,8.595,4.543,13.228,2.401,7.264,18.89
"37",92690,40.837,4.889,10.406,10.124,14.118,6.313,12.493,5.386,10.577,16.867,79.118,7.049,47.093,9.253,43.903,9.644,23.753,4.202,6.139
"38",103645,45.211,5.997,14.357,8.35,17.951,8.799,10.639,16.422,10.663,9.23,20.675,18.655,11.907,7.846,19.804,10.038,15.299,10.526,13.078
"39",92810,117.07,39.742,7.101,33.9,39.197,19.539,72.471,34.12,43.533,43.779,149.966,78.43,53.204,471.226,251.306,12.571,34.507,109.384,6.976
"40",93580,26.761,3.584,8.62,6.44,27.37,9.415,7.139,4.468,7.957,14.024,11.055,56.77,12.239,15.993,57.109,8.493,6.081,5.708,5.443
"41",93682,22.653,14.806,6.141,27.127,7.935,8.229,4.985,23.858,25.778,18.425,29.984,18.518,23.421,3.819,27.894,32.484,7.735,8.312,4.7
"42",93703,46.965,2.738,6.558,10.514,43.509,8.515,85.195,5.109,15.298,15.827,34.493,8.818,22.994,17.55,40.299,139.684,26.812,4.991,4.708
"43",172992,18.869,4.787,5.876,11.964,44.439,55.87,46.607,11.011,31.056,34.102,123.458,13.108,21.438,32.933,21.606,19.933,11.82,17.315,4.531
"44",92709,33.24,11.861,8.623,17.648,23.882,5.843,28.851,10.404,38.002,17.622,141.263,22.266,87.539,26.899,46.905,15.107,25.037,10.371,6.865
"45",93520,43.021,29.802,18.842,31.802,43.547,15.323,18.235,23.603,17.667,25.533,59.526,46.048,33.061,20.96,29.64,14.554,75.924,14.976,21.352
"46",103651,73.604,4.908,4.803,20.949,120.291,10.577,7.827,19.332,468.389,15.483,280.06,6.011,131.403,3.472,282.691,8.683,30,7.328,5.372
"47",93525,92.259,47.973,69.881,106.903,35.241,15.86,58.741,87.785,494.138,56.54,107.372,10.096,78.74,66.644,79.724,29.673,47.302,64.504,105.984
