"","627271","627276","627269","627270","627278","627275","627272","627273","627274","627277"
"1",1,1,1,1,1,NA,1,0,1,1
"2",0,1,1,1,1,1,1,1,1,1
"3",1,0,1,0,1,1,1,0,0,0
"4",1,1,1,0,1,1,1,1,1,1
"5",1,1,1,1,0,1,1,1,1,1
"6",1,1,1,1,1,0,1,0,1,0
"7",1,1,1,1,1,1,1,1,NA,1
"8",1,1,1,1,1,1,NA,1,1,1
"9",1,1,1,0,1,1,1,0,1,1
"10",1,1,1,1,1,1,0,1,0,1
"11",1,0,1,1,0,0,1,0,1,0
"12",1,1,1,1,1,1,1,1,1,NA
"13",1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,0,0,1
"15",1,0,0,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,0,0,1,1,1,0
"18",1,1,1,0,1,1,1,1,1,1
"19",1,0,1,1,1,1,1,1,1,1
"20",1,1,1,1,1,0,1,1,1,1
"21",1,NA,1,0,1,1,1,1,1,0
"22",1,1,1,1,1,1,1,1,1,1
"23",1,1,0,1,1,0,1,1,0,0
"24",0,1,1,1,1,1,1,1,1,1
"25",1,1,1,1,1,1,1,1,1,1
"26",1,1,1,1,1,1,1,1,1,1
"27",1,1,1,1,1,1,1,1,1,1
"28",NA,1,0,1,1,1,1,0,1,0
"29",1,NA,1,1,1,1,1,1,1,0
"30",1,1,1,0,1,1,1,1,1,1
"31",1,1,1,1,1,0,1,0,1,NA
"32",0,0,1,0,0,0,0,0,0,0
"33",1,1,1,1,0,1,1,1,1,1
"34",1,1,1,1,1,0,1,0,1,1
"35",1,1,1,1,1,1,1,1,1,NA
"36",1,0,1,1,1,0,1,1,NA,0
"37",1,1,1,0,0,0,1,0,1,1
"38",1,1,1,1,1,1,0,1,1,1
"39",0,0,1,0,1,1,1,1,1,1
"40",1,0,1,1,1,0,1,1,1,1
"41",1,1,1,1,1,0,1,1,1,1
"42",1,1,1,1,1,1,1,1,1,0
"43",1,1,1,1,1,1,1,0,1,1
"44",1,0,NA,1,0,0,1,0,1,0
"45",0,NA,1,1,1,1,1,0,0,1
"46",1,0,1,1,1,1,1,1,1,1
"47",1,0,1,0,1,1,1,1,1,1
"48",1,0,NA,1,0,0,1,0,0,0
"49",1,1,1,1,1,1,1,0,0,1
"50",0,1,1,0,1,1,1,0,NA,1
"51",1,1,1,1,1,1,1,1,0,1
"52",1,1,0,1,1,1,1,0,0,0
"53",1,1,1,0,1,1,1,1,1,1
"54",1,1,1,1,1,1,1,0,1,0
"55",1,1,1,1,1,1,1,0,1,1
"56",1,1,1,NA,1,1,0,1,1,1
"57",1,1,1,1,1,0,1,1,1,0
"58",0,1,1,0,1,0,0,0,0,NA
"59",1,1,1,1,1,0,1,1,1,1
"60",1,0,0,1,1,0,1,1,1,0
"61",1,1,1,1,1,1,1,0,0,1
"62",1,NA,1,1,1,0,1,0,1,1
"63",0,NA,NA,0,NA,0,0,0,0,NA
"64",1,NA,1,1,1,1,1,1,1,1
"65",1,0,0,0,0,0,1,1,1,1
"66",1,1,0,0,1,1,1,0,0,0
"67",1,1,NA,1,1,1,1,1,1,1
"68",0,1,1,0,0,1,1,0,1,1
