"","654953","654954","654949","654967","654965","654963","654955","654966","654951","654956","654948","654952","654964","654947","654950"
"1",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3",1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"4",1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
"5",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"6",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"9",0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"12",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",0,NA,1,0,1,0,1,0,1,1,1,0,1,1,1
"15",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"18",0,1,1,1,1,1,1,1,0,1,0,0,1,NA,1
"19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
"21",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"24",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"25",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
"26",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"27",0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"28",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"31",1,1,1,1,0,0,1,1,NA,1,1,0,1,1,1
"32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33",0,1,1,1,1,0,1,1,1,0,0,0,0,1,0
"34",0,0,0,0,1,1,1,0,1,1,0,0,0,NA,1
"35",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"36",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"37",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"38",NA,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"39",1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
"40",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"41",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"42",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"43",1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
"44",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"47",0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
"48",1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
"49",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"51",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"52",1,1,1,0,0,0,1,1,0,1,0,0,1,1,1
"53",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"54",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
"55",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58",0,0,1,0,0,1,1,1,1,1,0,0,1,0,1
"59",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"60",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"63",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"64",1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
"65",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"67",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"68",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"70",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"71",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"72",1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1
