"","41484","43680","41602","41629","238363","43609","41618","238402","41483","238369","41604","43599","41625","43681","41486"
"1",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"2",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"3",1,1,1,1,1,0,1,0,0,1,1,0,0,1,1
"4",0,1,1,1,1,0,1,0,1,1,0,1,1,0,1
"5",0,0,0,1,1,1,0,0,0,0,1,1,1,0,1
"6",1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
"7",1,0,NA,1,1,0,1,0,0,1,1,1,1,1,1
"8",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
"11",0,1,1,0,0,0,0,0,1,1,1,0,0,1,1
"12",1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"13",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"14",0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
"15",0,0,0,0,1,0,0,0,0,1,1,1,1,NA,1
"16",0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"17",1,0,0,0,1,1,1,0,0,1,1,1,0,1,1
"18",1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1
"19",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"20",1,1,1,1,1,0,1,0,0,0,1,1,0,1,1
"21",0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
"22",1,1,0,0,0,0,0,1,0,0,1,1,0,1,1
"23",0,0,1,0,1,1,0,0,0,1,1,1,1,0,1
"24",0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
"25",1,0,0,1,1,0,0,NA,NA,1,1,1,1,1,1
"26",1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
"27",1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
"28",0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"29",1,0,1,1,1,0,1,0,1,1,1,1,0,1,1
"30",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"31",1,0,0,1,1,1,1,0,0,0,1,1,1,1,1
"32",1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
"33",0,1,1,1,1,0,0,1,0,1,1,1,0,1,1
"34",0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
"35",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"36",0,0,1,1,1,0,0,1,0,1,1,0,1,0,1
"37",0,0,0,0,1,1,1,0,1,1,1,1,0,0,1
"38",1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
"39",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"40",0,1,0,0,1,1,0,0,0,0,1,1,1,1,1
"41",1,0,0,0,0,1,1,NA,NA,0,0,NA,0,NA,1
"42",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"43",1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
"44",0,1,1,0,1,1,0,1,1,0,1,1,0,0,1
"45",0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
"46",0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
"47",1,0,1,1,0,0,0,1,0,1,1,1,0,0,1
"48",1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
"49",0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
"50",0,0,1,1,1,0,0,0,1,1,1,0,0,1,1
"51",0,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"52",1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
"53",1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"54",0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
